wahl_jahr;kanton_nummer;kanton_bezeichnung;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;letzte_wahl_anzahl_gewaehlte;letzte_wahl_anzahl_gewaehlte_f;letzte_wahl_anzahl_gewaehlte_m;differenz_anzahl_gewaehlte;differenz_anzahl_gewaehlte_f;differenz_anzahl_gewaehlte_m;fiktive_waehlende;letzte_wahl_fiktive_waehlende;differenz_fiktive_waehlende;partei_staerke;letzte_wahl_partei_staerke;differenz_partei_staerke;flag_staerkste_partei;partei_rang
2019;1;Zürich;32;BDP;PBD;PBD;BDP;1;35;15;20;0;0;0;1;1;0;-1;-1;0;6878.8089425;15497.212186;-8618;1.6402603273;3.6227992646;-1.982538937;0;8
2019;1;Zürich;35;Übrige;Autres;Rimanenti;Others;6;75;26;49;0;0;0;0;0;0;0;0;0;5003.7863643;17772.282094;-12768;1.1931589216;4.1546447018;-2.96148578;0;11
2019;2;Bern / Berne;1;FDP;PLR;PLR;FDP;3;68;25;43;2;1;1;2;1;1;0;0;0;29069.385729;33032.95407;-3964;8.360142453;9.3306312993;-0.970488846;0;5
2019;2;Bern / Berne;2;CVP;PDC;PPD;CVP;2;48;16;32;0;0;0;0;0;0;0;0;0;6511.5386945;6495.5252346;16;1.8726708428;1.8347541952;0.0379166476;0;10
2019;2;Bern / Berne;3;SP;PS;PS;SP;4;82;41;41;4;3;1;6;3;3;-2;0;-2;58495.534036;69663.135654;-11168;16.822887211;19.677351065;-2.854463854;0;2
2019;2;Bern / Berne;4;SVP;UDC;UDC;SVP;2;48;14;34;7;2;5;9;2;7;-2;0;-2;104421.39314;117263.25169;-12842;30.030827962;33.122686034;-3.091858072;1;1
2019;2;Bern / Berne;7;EVP;PEV;PEV;EVP;2;48;21;27;1;1;0;1;1;0;0;0;0;14522.660293;15249.593672;-727;4.1766107471;4.3074662871;-0.13085554;0;7
2019;2;Bern / Berne;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;1;22;12;10;0;0;0;0;0;0;0;0;0;2145.9279597;1843.9128947;302;0.617153166;0.5208396237;0.0963135423;0;11
2019;2;Bern / Berne;13;GPS;PES;PES;GPS;2;48;29;19;4;3;1;2;2;0;2;1;1;47237.093284;30116.423749;17121;13.585042099;8.506815511;5.0782265881;0;3
2019;2;Bern / Berne;14;SD;DS;DS;SD;1;12;4;8;0;0;0;0;0;0;0;0;0;1272.7973837;1571.1499661;-298;0.3660472065;0.4437938254;-0.077746619;0;12
2019;2;Bern / Berne;16;EDU;UDF;UDF;EDU;1;24;4;20;1;0;1;0;0;0;1;0;1;8525.5508989;10059.63557;-1534;2.4518860037;2.8414882395;-0.389602236;0;9
2019;2;Bern / Berne;31;GLP;PVL;PVL;GLP;3;72;36;36;3;2;1;2;1;1;1;1;0;33850.552166;21233.799344;12617;9.7351709065;5.9977909436;3.7373799629;0;4
2019;2;Bern / Berne;32;BDP;PBD;PBD;BDP;2;48;16;32;2;1;1;3;0;3;-1;1;-2;27961.209093;41619.460069;-13658;8.0414389679;11.756012979;-3.714574011;0;6
2019;2;Bern / Berne;35;Übrige;Autres;Rimanenti;Others;11;131;56;75;0;0;0;0;0;0;0;0;0;13700.357321;5878.1580913;7822;3.9401224343;1.6603699976;2.2797524367;0;8
2019;3;Luzern;1;FDP;PLR;PLR;FDP;3;26;15;11;1;0;1;2;0;2;-1;0;-1;20712.596456;25130.601162;-4418;15.558173557;18.465891575;-2.907718018;0;3
2019;3;Luzern;2;CVP;PDC;PPD;CVP;8;57;22;35;3;2;1;3;2;1;0;0;0;33934.992449;32460.178703;1475;25.490116765;23.851643523;1.638473242;1;1
2019;3;Luzern;3;SP;PS;PS;SP;6;49;26;23;1;1;0;1;1;0;0;0;0;17996.046908;18452.790995;-457;13.517649597;13.55905637;-0.041406773;0;4
2019;3;Luzern;4;SVP;UDC;UDC;SVP;7;55;16;39;2;1;1;3;1;2;-1;0;-1;32944.361719;38806.696535;-5862;24.746008953;28.515046098;-3.769037145;0;2
2019;3;Luzern;7;EVP;PEV;PEV;EVP;1;9;3;6;0;0;0;0;0;0;0;0;0;948.11101954;858.71135071;89;0.7121693229;0.6309785665;0.0811907564;0;7
2019;3;Luzern;13;GPS;PES;PES;GPS;3;26;14;12;1;0;1;1;0;1;0;0;0;16279.439796;9625.3717566;6654;12.228227894;7.0726947628;5.1555331314;0;5
2019;3;Luzern;14;SD;DS;DS;SD;1;2;0;2;0;0;0;0;0;0;0;0;0;198.12614608;118.78806653;79;0.1488215624;0.0872851207;0.0615364417;0;9
2019;3;Luzern;31;GLP;PVL;PVL;GLP;3;23;10;13;1;0;1;0;0;0;1;0;1;9449.3606487;7851.234072;1598;7.0978446997;5.7690636275;1.3287810722;0;6
2019;3;Luzern;32;BDP;PBD;PBD;BDP;;;;;;;;0;0;0;0;0;0;;1860.6760548;-1861;;1.3672192743;-1.367219274;;
2019;3;Luzern;35;Übrige;Autres;Rimanenti;Others;1;5;2;3;0;0;0;0;0;0;0;0;0;666.96485755;926.95130382;-260;0.5009876493;0.6811210827;-0.180133433;0;8
2019;4;Uri;2;CVP;PDC;PPD;CVP;;;;;1;0;1;0;0;0;1;0;1;4685;3903;782;39.205020921;26.846884028;12.358136892;1;1
2019;4;Uri;3;SP;PS;PS;SP;;;;;0;0;0;;;;0;0;0;2659;;2659;22.251046025;;22.251046025;0;3
2019;4;Uri;4;SVP;UDC;UDC;SVP;;;;;0;0;0;1;0;1;-1;0;-1;4341;6409;-2068;36.326359833;44.08446829;-7.758108457;0;2
2019;4;Uri;13;GPS;PES;PES;GPS;;;;;;;;0;0;0;0;0;0;;3821;-3821;;26.282844958;-26.28284496;;
2019;4;Uri;35;Übrige;Autres;Rimanenti;Others;;;;;0;0;0;0;0;0;0;0;0;265;405;-140;2.2175732218;2.7858027239;-0.568229502;0;4
2019;5;Schwyz;1;FDP;PLR;PLR;FDP;5;20;7;13;1;1;0;1;1;0;0;0;0;11803.352211;11185.955055;617;23.098084599;20.603321033;2.4947635661;0;2
2019;5;Schwyz;2;CVP;PDC;PPD;CVP;4;16;5;11;1;0;1;1;0;1;0;0;0;9401.485431;10561.897565;-1160;18.397850201;19.453874539;-1.056024338;0;3
2019;5;Schwyz;3;SP;PS;PS;SP;6;24;12;12;0;0;0;0;0;0;0;0;0;7059.5087041;7105.290203;-46;13.814815178;13.087177122;0.7276380563;0;4
2019;5;Schwyz;4;SVP;UDC;UDC;SVP;2;8;0;8;2;0;2;2;0;2;0;0;0;18852.586889;23146.973487;-4294;36.892794445;42.634225092;-5.741430647;1;1
2019;5;Schwyz;7;EVP;PEV;PEV;EVP;1;4;2;2;0;0;0;;;;0;0;0;307.97019017;;308;0.6026695958;;0.6026695958;0;7
2019;5;Schwyz;13;GPS;PES;PES;GPS;1;4;2;2;0;0;0;0;0;0;0;0;0;1333.6186754;763.54385609;570;2.6097702108;1.4063653137;1.2034048971;0;6
2019;5;Schwyz;31;GLP;PVL;PVL;GLP;2;8;1;7;0;0;0;0;0;0;0;0;0;2342.4778988;1528.3398339;814;4.5840157704;2.8150369004;1.7689788701;0;5
2019;6;Obwalden;1;FDP;PLR;PLR;FDP;;;;;0;0;0;;;;0;0;0;1683;;1683;11.591707418;;11.591707418;0;3
2019;6;Obwalden;2;CVP;PDC;PPD;CVP;;;;;0;0;0;;;;0;0;0;5325;;5325;36.67607962;;36.67607962;0;2
2019;6;Obwalden;3;SP;PS;PS;SP;;;;;0;0;0;;;;0;0;0;424;;424;2.9203113162;;2.9203113162;0;5
2019;6;Obwalden;4;SVP;UDC;UDC;SVP;;;;;1;1;0;0;0;0;1;1;0;5412;5227;185;37.275294442;34.528999868;2.7462945739;1;1
2019;6;Obwalden;35;Übrige;Autres;Rimanenti;Others;;;;;0;0;0;1;0;1;-1;0;-1;1675;9911;-8236;11.536607204;65.471000132;-53.93439293;0;4
2019;7;Nidwalden;2;CVP;PDC;PPD;CVP;;;;;0;0;0;;;;0;0;0;5383;;5383;35.795983508;;35.795983508;0;2
2019;7;Nidwalden;4;SVP;UDC;UDC;SVP;;;;;1;0;1;1;0;1;0;0;0;9655;13380;-3725;64.204016492;82.817529091;-18.6135126;1;1
2019;7;Nidwalden;35;Übrige;Autres;Rimanenti;Others;;;;;;;;0;0;0;0;0;0;;2776;-2776;;17.182470909;-17.18247091;;
2019;8;Glarus;3;SP;PS;PS;SP;;;;;0;0;0;0;0;0;0;0;0;2861;4742;-1881;28.192747339;45.003321629;-16.81057429;0;2
2019;8;Glarus;13;GPS;PES;PES;GPS;;;;;0;0;0;;;;0;0;0;279;;279;2.7493102089;;2.7493102089;0;4
2019;8;Glarus;32;BDP;PBD;PBD;BDP;;;;;1;0;1;1;0;1;0;0;0;6396;5423;973;63.027197477;51.466261744;11.560935733;1;1
2019;8;Glarus;35;Übrige;Autres;Rimanenti;Others;;;;;0;0;0;0;0;0;0;0;0;612;372;240;6.0307449744;3.5304166271;2.5003283473;0;3
2019;9;Zug;1;FDP;PLR;PLR;FDP;3;9;3;6;0;0;0;1;0;1;-1;0;-1;5766.5143134;6891.4390217;-1125;14.676798965;17.640051762;-2.963252796;0;4
2019;9;Zug;2;CVP;PDC;PPD;CVP;4;12;8;4;1;0;1;1;0;1;0;0;0;9343.7124719;10330.462614;-987;23.781401048;26.442938066;-2.661537018;0;2
2019;9;Zug;3;SP;PS;PS;SP;7;21;9;12;0;0;0;0;0;0;0;0;0;3671.8188781;5372.8047717;-1701;9.345428552;13.752795893;-4.407367341;0;5
2019;9;Zug;4;SVP;UDC;UDC;SVP;3;9;2;7;1;0;1;1;0;1;0;0;0;10455.42234;11899.651047;-1444;26.610899312;30.459597734;-3.848698422;1;1
2019;9;Zug;7;EVP;PEV;PEV;EVP;1;3;1;2;0;0;0;;;;0;0;0;322.31227449;;322;0.8203417523;;0.8203417523;0;7
2019;9;Zug;13;GPS;PES;PES;GPS;5;15;11;4;1;1;0;0;0;0;1;1;0;7555.2805671;2796.2154445;4759;19.229525495;7.1574869953;12.0720385;0;3
2019;9;Zug;31;GLP;PVL;PVL;GLP;2;6;3;3;0;0;0;0;0;0;0;0;0;2174.9391552;1398.7773141;776;5.5356048744;3.5804574553;1.9551474191;0;6
2019;9;Zug;35;Übrige;Autres;Rimanenti;Others;;;;;;;;0;0;0;0;0;0;;377.64978704;-378;;0.9666720942;-0.966672094;;
2019;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;2;14;6;8;1;0;1;1;0;1;0;0;0;13502.201152;12895.690088;607;15.420336853;14.1813734;1.2389634531;0;4
2019;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;5;35;15;20;2;2;0;2;1;1;0;1;-1;15587.100927;20617.49196;-5030;17.801419498;22.673028746;-4.871609248;0;3
2019;10;Fribourg / Freiburg;3;SP;PS;PS;SP;5;32;15;17;2;2;0;2;1;1;0;1;-1;18585.541593;22004.340205;-3419;21.225821533;24.198143934;-2.9723224;1;1
2019;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;2;14;2;12;1;0;1;2;0;2;-1;0;-1;17670.839359;23583.51661;-5913;20.181175819;25.934762147;-5.753586328;0;2
2019;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;1;7;2;5;0;0;0;0;0;0;0;0;0;650.64202689;609.71502834;41;0.7430728599;0.6705028134;0.0725700465;0;9
2019;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;1;7;3;4;0;0;0;0;0;0;0;0;0;2846.7403274;1654.3408002;1192;3.2511510003;1.8192763985;1.4318746018;0;7
2019;10;Fribourg / Freiburg;13;GPS;PES;PES;GPS;1;7;4;3;1;0;1;0;0;0;1;0;1;10913.423984;4806.3212935;6107;12.463795507;5.2855051944;7.178290313;0;5
2019;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;1;3;0;3;0;0;0;0;0;0;0;0;0;643.0933019;688.9345344;-46;0.7344517558;0.7576203998;-0.023168644;0;10
2019;10;Fribourg / Freiburg;31;GLP;PVL;PVL;GLP;2;14;8;6;0;0;0;0;0;0;0;0;0;4710.8398961;2904.7634973;1806;5.3800663493;3.1943645911;2.1857017583;0;6
2019;10;Fribourg / Freiburg;32;BDP;PBD;PBD;BDP;1;3;0;3;0;0;0;0;0;0;0;0;0;570.94491114;1168.8859843;-598;0.6520538952;1.285422377;-0.633368482;0;11
2019;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;4;18;6;12;0;0;0;;;;0;0;0;1879.6325221;;1880;2.1466549287;;2.1466549287;0;8
2019;11;Solothurn;1;FDP;PLR;PLR;FDP;4;24;3;21;1;0;1;1;0;1;0;0;0;14715.638107;18517.195984;-3802;18.520253856;21.224363555;-2.704109699;0;2
2019;11;Solothurn;2;CVP;PDC;PPD;CVP;4;24;13;11;1;0;1;1;0;1;0;0;0;11282.028345;12911.739763;-1630;14.198910536;14.799403705;-0.600493169;0;4
2019;11;Solothurn;3;SP;PS;PS;SP;5;30;18;12;1;1;0;2;1;1;-1;0;-1;14651.912993;17473.872169;-2822;18.440053101;20.028508418;-1.588455317;0;3
2019;11;Solothurn;4;SVP;UDC;UDC;SVP;4;24;5;19;2;0;2;2;0;2;0;0;0;20586.73348;25152.065035;-4565;25.909276062;28.829233807;-2.919957746;1;1
2019;11;Solothurn;7;EVP;PEV;PEV;EVP;1;6;1;5;0;0;0;0;0;0;0;0;0;953.02584997;1049.1898922;-96;1.1994233988;1.2025788208;-0.003155422;0;8
2019;11;Solothurn;13;GPS;PES;PES;GPS;3;18;10;8;1;0;1;0;0;0;1;0;1;9071.7730741;4846.7209748;4225;11.41721066;5.5552994152;5.8619112447;0;5
2019;11;Solothurn;14;SD;DS;DS;SD;1;2;1;1;0;0;0;;;;0;0;0;478.77684351;;479;0.6025609367;;0.6025609367;0;10
2019;11;Solothurn;16;EDU;UDF;UDF;EDU;;;;;;;;0;0;0;0;0;0;;440.7938365;-441;;0.5052367889;-0.505236789;;
2019;11;Solothurn;31;GLP;PVL;PVL;GLP;3;18;5;13;0;0;0;0;0;0;0;0;0;5409.4236921;3010.1358568;2399;6.8079888394;3.4502101631;3.3577786763;0;6
2019;11;Solothurn;32;BDP;PBD;PBD;BDP;3;18;6;12;0;0;0;0;0;0;0;0;0;1580.2151301;2984.3251151;-1404;1.9887676732;3.4206259557;-1.431858283;0;7
2019;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;1;2;0;2;0;0;0;0;0;0;0;0;0;727.47248586;858.9613734;-131;0.9155549365;0.98453937;-0.068984434;0;9
2019;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;3;15;8;7;0;0;0;0;0;0;0;0;0;3246.2104458;5475.5599051;-2229;6.044409276;9.8181099249;-3.773700649;0;5
2019;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;3;15;6;9;0;0;0;0;0;0;0;0;0;2454.4029084;3595.510083;-1141;4.5700720746;6.4470326036;-1.876960529;0;7
2019;12;Basel-Stadt;3;SP;PS;PS;SP;3;15;7;8;2;1;1;2;1;1;0;0;0;17535.028946;18577.169632;-1042;32.650037138;33.310327474;-0.660290336;1;1
2019;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;4;20;10;10;0;0;0;1;0;1;-1;0;-1;6632.9416722;9842.4958482;-3210;12.350466749;17.648369819;-5.29790307;0;4
2019;12;Basel-Stadt;5;LPS;PL;PLS;LPS;3;15;6;9;1;0;1;1;0;1;0;0;0;8234.1970162;6438.2384342;1796;15.331987145;11.544268306;3.7877188394;0;3
2019;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;1;5;2;3;0;0;0;0;0;0;0;0;0;1083.6738094;1292.8600237;-209;2.0177890914;2.3181997915;-0.3004107;0;9
2019;12;Basel-Stadt;13;GPS;PES;PES;GPS;3;15;11;4;1;1;0;1;1;0;0;0;0;9503.2941097;6235.1577699;3268;17.695032417;11.180128689;6.5149037277;0;2
2019;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;1;5;1;4;0;0;0;0;0;0;0;0;0;151.54594893;256.0059312;-104;0.2821769429;0.4590387864;-0.176861844;0;11
2019;12;Basel-Stadt;31;GLP;PVL;PVL;GLP;2;10;4;6;1;1;0;0;0;0;1;1;0;3060.3862465;2678.539739;382;5.6984065961;4.8028325964;0.8955739996;0;6
2019;12;Basel-Stadt;32;BDP;PBD;PBD;BDP;1;4;0;4;0;0;0;0;0;0;0;0;0;197.45074034;613.65243179;-416;0.3676511756;1.1003271146;-0.732675939;0;10
2019;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;4;14;6;8;0;0;0;0;0;0;0;0;0;1606.8681569;764.81020166;842;2.9919713941;1.3713648945;1.6206064996;0;8
2019;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;2;14;5;9;1;1;0;1;1;0;0;0;0;13090.20487;13750.209343;-660;16.519484699;15.796123223;0.7233614754;0;4
2019;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;3;21;10;11;1;1;0;1;1;0;0;0;0;6726.2025334;7916.6565054;-1190;8.488285778;9.0945874752;-0.606301697;0;5
2019;13;Basel-Landschaft;3;SP;PS;PS;SP;3;21;13;8;2;1;1;2;1;1;0;0;0;17271.009301;19297.245576;-2026;21.795546877;22.168511139;-0.372964262;0;2
2019;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;3;21;6;15;2;1;1;2;1;1;0;0;0;19927.385544;25926.949422;-6000;25.14782189;29.784658375;-4.636836485;1;1
2019;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2;14;7;7;0;0;0;0;0;0;0;0;0;2770.831505;1904.4081631;866;3.4967144597;2.1877678558;1.3089466039;0;7
2019;13;Basel-Landschaft;13;GPS;PES;PES;GPS;3;21;11;10;1;1;0;1;1;0;0;0;0;14259.966625;12356.154391;1904;17.995692413;14.194644783;3.8010476305;0;3
2019;13;Basel-Landschaft;16;EDU;UDF;UDF;EDU;;;;;;;;0;0;0;0;0;0;;389.4498161;-389;;0.4473966273;-0.447396627;;
2019;13;Basel-Landschaft;31;GLP;PVL;PVL;GLP;2;14;5;9;0;0;0;0;0;0;0;0;0;4166.1715429;2385.0027498;1781;5.2575958694;2.7398708181;2.5177250513;0;6
2019;13;Basel-Landschaft;32;BDP;PBD;PBD;BDP;1;7;2;5;0;0;0;0;0;0;0;0;0;937.37410914;2461.7713736;-1524;1.1829407871;2.8280619584;-1.645121171;0;8
2019;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;1;1;0;1;0;0;0;0;0;0;0;0;0;91.853969891;660.15265985;-568;0.1159172271;0.7583777454;-0.642460518;0;9
2019;14;Schaffhausen;1;FDP;PLR;PLR;FDP;2;4;1;3;0;0;0;0;0;0;0;0;0;3352.8037658;4004.611473;-652;11.034767528;12.901870141;-1.867102613;0;3
2019;14;Schaffhausen;2;CVP;PDC;PPD;CVP;1;2;0;2;0;0;0;;;;0;0;0;650.88856223;;651;2.1422082748;;2.1422082748;0;8
2019;14;Schaffhausen;3;SP;PS;PS;SP;2;4;1;3;1;1;0;1;1;0;0;0;0;7947.1636634;8943.3981606;-996;26.15575192;28.813422341;-2.657670421;0;2
2019;14;Schaffhausen;4;SVP;UDC;UDC;SVP;3;5;0;5;1;0;1;1;0;1;0;0;0;11986.988587;14058.283398;-2071;39.451647535;45.292320623;-5.840673088;1;1
2019;14;Schaffhausen;7;EVP;PEV;PEV;EVP;1;2;1;1;0;0;0;;;;0;0;0;571.09574697;;571;1.8795936906;;1.8795936906;0;9
2019;14;Schaffhausen;12;FGA;AVF;AVF;FGA;1;2;1;1;0;0;0;;;;0;0;0;968.05245685;;968;3.1860599554;;3.1860599554;0;7
2019;14;Schaffhausen;13;GPS;PES;PES;GPS;2;4;2;2;0;0;0;0;0;0;0;0;0;2075.1150384;1062.6117639;1013;6.8296308531;3.4234729339;3.4061579192;0;4
2019;14;Schaffhausen;16;EDU;UDF;UDF;EDU;1;2;1;1;0;0;0;0;0;0;0;0;0;1024.2587167;1591.4091196;-567;3.3710463292;5.1271275478;-1.756081219;0;6
2019;14;Schaffhausen;31;GLP;PVL;PVL;GLP;2;4;0;4;0;0;0;;;;0;0;0;1807.6334627;;1808;5.9492939136;;5.9492939136;0;5
2019;14;Schaffhausen;35;Übrige;Autres;Rimanenti;Others;;;;;;;;0;0;0;0;0;0;;1378.6860847;-1379;;4.4417864128;-4.441786413;;
2019;15;Appenzell Ausserrhoden;1;FDP;PLR;PLR;FDP;;;;;0;0;0;0;0;0;0;0;0;7561;5949;1612;48.436899423;33.581710415;14.855189009;0;2
2019;15;Appenzell Ausserrhoden;3;SP;PS;PS;SP;;;;;;;;0;0;0;0;0;0;;5058;-5058;;28.552074513;-28.55207451;;
2019;15;Appenzell Ausserrhoden;4;SVP;UDC;UDC;SVP;;;;;1;0;1;1;0;1;0;0;0;7720;6394;1326;49.455477258;36.093705899;13.361771359;1;1
2019;15;Appenzell Ausserrhoden;35;Übrige;Autres;Rimanenti;Others;;;;;0;0;0;0;0;0;0;0;0;329;314;15;2.1076233184;1.772509173;0.3351141454;0;3
2019;16;Appenzell Innerrhoden;2;CVP;PDC;PPD;CVP;;;;;1;0;1;1;0;1;0;0;0;3460;3121;339;61.271471578;76.30806846;-15.03659688;1;1
2019;16;Appenzell Innerrhoden;3;SP;PS;PS;SP;;;;;0;0;0;0;0;0;0;0;0;493;739;-246;8.730299274;18.068459658;-9.338160384;0;3
2019;16;Appenzell Innerrhoden;4;SVP;UDC;UDC;SVP;;;;;0;0;0;;;;0;0;0;1642;;1642;29.077386223;;29.077386223;0;2
